glue_id,smiles,inchikey,linker,source_fragment,mw,clogp,tpsa,hbd,hba,rtb,aromatic_rings,fsp3,qed,pka_basic_est,cns_mpo_proxy,cns_mpo_wager_approx,gate_mw_lt450,gate_clogp_2_4,gate_tpsa_lt90,gate_mpo_ge4,gate_pains_free,gate_anchor,gate_tpsa_lt120_fb,gate_mpo_ge3p5_fb,passes_all_gates,passes_fallback
GLUE2117,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc5ccccc5c4)c3C2=O)C(=O)N1,ZWJDGYKLAUUFBJ-UHFFFAOYSA-N,urea,*c1ccc2ccccc2c1,428.45,3.24,107.6,3,4,3,3,0.167,0.557,5.0,3.0,3.6,True,True,False,False,True,True,True,False,False,False
GLUE2118,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc5ccccc5c4)c3C2=O)C(=O)N1,KPQRNHRVYQBWRM-UHFFFAOYSA-N,carbamate,*c1ccc2ccccc2c1,429.43,3.21,104.8,2,5,3,3,0.167,0.622,5.0,3.0,4.05,True,True,False,False,True,True,True,False,False,False
GLUE2119,O=C1CCC(N2Cc3cccc(NC(=O)N4Cc5ccccc5C4=O)c3C2=O)C(=O)N1,AFHRWCCDAZUVIA-UHFFFAOYSA-N,amide,*N1Cc2ccccc2C1=O,418.41,1.64,115.9,2,5,2,2,0.227,0.72,5.0,3.5,4.22,True,False,False,False,True,True,True,True,False,False
GLUE2120,O=C1CCC(N2Cc3cccc(NS(=O)(=O)N4Cc5ccccc5C4=O)c3C2=O)C(=O)N1,JLSWQXPMCXERJU-UHFFFAOYSA-N,sulfonamide,*N1Cc2ccccc2C1=O,454.46,0.76,133.0,2,6,4,2,0.238,0.656,5.0,3.0,3.83,False,False,False,False,True,True,False,False,False,False
GLUE2121,O=C1CCC(N2Cc3cccc(NC(=O)CN4Cc5ccccc5C4=O)c3C2=O)C(=O)N1,OROFAFIIKJEJCB-UHFFFAOYSA-N,acetamide,*N1Cc2ccccc2C1=O,432.44,1.04,115.9,2,5,4,2,0.261,0.701,5.0,3.5,4.12,True,False,False,False,True,True,True,True,False,False
GLUE2122,O=C1CCC(N2Cc3cccc(NC(=O)NN4Cc5ccccc5C4=O)c3C2=O)C(=O)N1,MRXXALHDXYPZOF-UHFFFAOYSA-N,urea,*N1Cc2ccccc2C1=O,433.42,1.14,127.9,3,5,3,2,0.227,0.626,5.0,3.0,3.64,True,False,False,False,True,True,False,False,False,False
GLUE2123,O=C1CCC(N2Cc3cccc(NC(=O)ON4Cc5ccccc5C4=O)c3C2=O)C(=O)N1,CGGNWJOZDFSEAA-UHFFFAOYSA-N,carbamate,*N1Cc2ccccc2C1=O,434.41,1.57,125.1,2,6,3,2,0.227,0.707,5.0,3.0,3.97,True,False,False,False,True,True,False,False,False,False
GLUE2124,Nc1ncc2ncn(C(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,HIHIDPZNXAKJDB-UHFFFAOYSA-N,amide,*n1cnc2cnc(N)nc21,420.39,0.25,165.2,3,8,2,3,0.211,0.496,4.5,3.0,3.74,True,False,False,False,True,True,False,False,False,False
GLUE2125,Nc1ncc2ncn(S(=O)(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,OEQAMHRIZWMPQW-UHFFFAOYSA-N,sulfonamide,*n1cnc2cnc(N)nc21,456.44,-0.63,182.3,3,9,4,3,0.222,0.431,4.5,3.0,3.48,False,False,False,False,True,True,False,False,False,False
GLUE2126,Nc1ncc2ncn(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,WWNXNXPWBWERDO-UHFFFAOYSA-N,acetamide,*n1cnc2cnc(N)nc21,434.42,-0.19,165.2,3,8,4,3,0.25,0.475,4.5,3.0,3.64,True,False,False,False,True,True,False,False,False,False
GLUE2127,Nc1ncc2ncn(NC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,TUKQFVIHKYTENB-UHFFFAOYSA-N,urea,*n1cnc2cnc(N)nc21,435.4,-0.05,177.2,4,8,3,3,0.211,0.414,4.5,2.5,3.46,True,False,False,False,True,True,False,False,False,False
GLUE2128,Nc1ncc2ncn(OC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)c2n1,SZFDDEAGCOCNHW-UHFFFAOYSA-N,carbamate,*n1cnc2cnc(N)nc21,436.39,-0.17,174.4,3,9,3,3,0.211,0.471,4.5,3.0,3.62,True,False,False,False,True,True,False,False,False,False
GLUE2129,O=C1CCC(N2Cc3cccc(NC(=O)c4ccc(Cl)cc4Cl)c3C2=O)C(=O)N1,RKZZPHBRBRWOMQ-UHFFFAOYSA-N,amide,*c1ccc(Cl)cc1Cl,432.26,3.01,95.6,2,4,3,2,0.2,0.729,5.0,3.0,4.54,True,True,False,False,True,True,True,False,False,False
GLUE2130,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ccc(Cl)cc4Cl)c3C2=O)C(=O)N1,PSBZHRUICRUGIF-UHFFFAOYSA-N,sulfonamide,*c1ccc(Cl)cc1Cl,468.32,2.56,112.7,2,5,4,2,0.211,0.67,5.0,3.5,3.94,False,True,False,False,True,True,True,True,False,False
GLUE2131,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ccc(Cl)cc4Cl)c3C2=O)C(=O)N1,PNUTZMCKBBSZPV-UHFFFAOYSA-N,acetamide,*c1ccc(Cl)cc1Cl,446.29,2.94,95.6,2,4,4,2,0.238,0.707,5.0,3.5,4.48,True,True,False,False,True,True,True,True,False,True
GLUE2132,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc(Cl)cc4Cl)c3C2=O)C(=O)N1,FCLHPWYGTTVBHC-UHFFFAOYSA-N,urea,*c1ccc(Cl)cc1Cl,447.28,3.4,107.6,3,4,3,2,0.2,0.627,5.0,3.0,3.31,True,True,False,False,True,True,True,False,False,False
GLUE2133,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc(Cl)cc4Cl)c3C2=O)C(=O)N1,CNTKGPAPXQRECO-UHFFFAOYSA-N,carbamate,*c1ccc(Cl)cc1Cl,448.26,3.37,104.8,2,5,3,2,0.2,0.701,5.0,3.0,3.76,True,True,False,False,True,True,True,False,False,False
GLUE2134,CC1=C(CC(=O)O)c2cc(F)ccc2C1C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,VFFHEMORPBSRSV-UHFFFAOYSA-N,amide,*C1C(C)=C(CC(=O)O)c2cc(F)ccc21,491.48,2.57,132.9,3,5,5,2,0.269,0.551,5.0,3.0,3.19,False,True,False,False,True,True,False,False,False,False
GLUE2135,CC1=C(CC(=O)O)c2cc(F)ccc2C1S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YTPJKXUIYZKBJQ-UHFFFAOYSA-N,sulfonamide,*C1C(C)=C(CC(=O)O)c2cc(F)ccc21,527.53,2.33,149.9,3,6,6,2,0.28,0.488,5.0,2.5,3.17,False,True,False,False,True,True,False,False,False,False
GLUE2136,CC1=C(CC(=O)O)c2cc(F)ccc2C1CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QRJGYZTYSLVBIC-UHFFFAOYSA-N,acetamide,*C1C(C)=C(CC(=O)O)c2cc(F)ccc21,505.5,2.96,132.9,3,5,6,2,0.296,0.517,5.0,2.5,2.94,False,True,False,False,True,True,False,False,False,False
GLUE2137,CC1=C(CC(=O)O)c2cc(F)ccc2C1NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QUNZFINIJOLMEK-UHFFFAOYSA-N,urea,*C1C(C)=C(CC(=O)O)c2cc(F)ccc21,506.49,2.71,144.9,4,5,5,2,0.269,0.459,5.0,2.0,2.89,False,True,False,False,True,True,False,False,False,False
GLUE2138,CC1=C(CC(=O)O)c2cc(F)ccc2C1OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,INIXMVHCPAYZAG-UHFFFAOYSA-N,carbamate,*C1C(C)=C(CC(=O)O)c2cc(F)ccc21,507.47,3.14,142.1,3,6,5,2,0.269,0.528,5.0,2.0,2.78,False,True,False,False,True,True,False,False,False,False
GLUE2139,C[S+]([O-])c1ccc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,CJKCLXSMGPEJDR-UHFFFAOYSA-N,amide,*c1ccc([S+](C)[O-])cc1,425.47,1.44,118.6,2,5,4,2,0.238,0.568,5.0,3.5,4.08,True,False,False,False,True,True,True,True,False,False
GLUE2140,C[S+]([O-])c1ccc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,KQHPSMUCGBXSFH-UHFFFAOYSA-N,sulfonamide,*c1ccc([S+](C)[O-])cc1,461.52,0.99,135.7,2,6,5,2,0.25,0.503,5.0,3.0,3.77,False,False,False,False,True,True,False,False,False,False
GLUE2141,C[S+]([O-])c1ccc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,GTMANFFHNWKVFB-UHFFFAOYSA-N,acetamide,*c1ccc([S+](C)[O-])cc1,439.49,1.37,118.6,2,5,5,2,0.273,0.539,5.0,3.5,3.98,True,False,False,False,True,True,True,True,False,False
GLUE2142,C[S+]([O-])c1ccc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,ZRHXVWHXYJSCNP-UHFFFAOYSA-N,urea,*c1ccc([S+](C)[O-])cc1,440.48,1.83,130.7,3,5,4,2,0.238,0.493,5.0,3.0,3.59,True,False,False,False,True,True,False,False,False,False
GLUE2143,C[S+]([O-])c1ccc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1,FWMRDMIHYKWUAZ-UHFFFAOYSA-N,carbamate,*c1ccc([S+](C)[O-])cc1,441.47,1.8,127.9,2,6,4,2,0.238,0.55,5.0,3.0,3.92,True,False,False,False,True,True,False,False,False,False
GLUE2144,O=C(CCCCCCC(=O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)NO,IPAQGFBPRUSDRH-UHFFFAOYSA-N,amide,*C(=O)CCCCCCC(=O)NO,458.47,0.8,162.0,4,7,10,1,0.455,0.132,5.0,2.0,3.3,False,False,False,False,True,True,False,False,False,False
GLUE2145,O=C(CCCCCCC(=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)NO,WTFYBLVOIFJMEN-UHFFFAOYSA-N,sulfonamide,*C(=O)CCCCCCC(=O)NO,494.53,0.56,179.0,4,8,10,1,0.476,0.158,5.0,2.0,3.04,False,False,False,False,True,True,False,False,False,False
GLUE2146,O=C(CCCCCCC(=O)NO)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,OSUVRAUXJJAKQT-UHFFFAOYSA-N,acetamide,*C(=O)CCCCCCC(=O)NO,472.5,1.19,162.0,4,7,11,1,0.478,0.124,5.0,1.5,3.2,False,False,False,False,True,True,False,False,False,False
GLUE2147,O=C(CCCCCCC(=O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)NO,UFEXVEVDZLEHFV-UHFFFAOYSA-N,urea,*C(=O)CCCCCCC(=O)NO,473.49,0.94,174.0,5,7,9,1,0.455,0.153,5.0,2.0,3.19,False,False,False,False,True,True,False,False,False,False
GLUE2148,O=C(CCCCCCC(=O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)NO,XFQCUAJZDOPOEM-UHFFFAOYSA-N,carbamate,*C(=O)CCCCCCC(=O)NO,474.47,1.37,171.2,4,8,9,1,0.455,0.104,5.0,2.0,3.18,False,False,False,False,True,True,False,False,False,False
GLUE2149,CC[C@H](C)C(=O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,MTXWZAHCVAPNED-NKUHCKNESA-N,amide,*C(=O)[C@@H](C)CC,371.39,1.0,112.7,2,5,5,1,0.421,0.592,5.0,3.5,4.66,True,False,False,False,True,True,True,True,False,False
GLUE2150,CC[C@H](C)C(=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SDGYALMOBAMPEU-NKUHCKNESA-N,sulfonamide,*C(=O)[C@@H](C)CC,407.45,0.76,129.7,2,6,5,1,0.444,0.693,5.0,3.0,4.16,True,False,False,False,True,True,False,False,False,False
GLUE2151,CC[C@H](C)C(=O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,ZXGUXLKPAKEPRH-ZSOXZCCMSA-N,acetamide,*C(=O)[C@@H](C)CC,385.42,1.39,112.7,2,5,6,1,0.45,0.568,5.0,3.5,4.56,True,False,False,False,True,True,True,True,False,False
GLUE2152,CC[C@H](C)C(=O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FESQFYVWYFXCMO-NKUHCKNESA-N,urea,*C(=O)[C@@H](C)CC,386.41,1.14,124.7,3,5,4,1,0.421,0.67,5.0,3.0,3.98,True,False,False,False,True,True,False,False,False,False
GLUE2153,CC[C@H](C)C(=O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IFZQNZBCAQZAEZ-NKUHCKNESA-N,carbamate,*C(=O)[C@@H](C)CC,387.39,1.57,121.9,2,6,4,1,0.421,0.459,5.0,3.0,4.3,True,False,False,False,True,True,False,False,False,False
GLUE2154,CC(C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,DANWDWWNMNMHLC-UHFFFAOYSA-N,amide,*C(C)N(O)C(N)=O,389.37,-0.46,162.1,4,6,4,1,0.353,0.309,5.0,2.5,3.79,True,False,False,False,True,True,False,False,False,False
GLUE2155,CC(N(O)C(N)=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,XHQPGZQNZQZTOU-UHFFFAOYSA-N,sulfonamide,*C(C)N(O)C(N)=O,425.42,-0.69,179.2,4,7,5,1,0.375,0.274,5.0,2.5,3.53,True,False,False,False,True,True,False,False,False,False
GLUE2156,CC(CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,KOZJTCGHYJVJNE-UHFFFAOYSA-N,acetamide,*C(C)N(O)C(N)=O,403.4,-0.07,162.1,4,6,5,1,0.389,0.306,5.0,2.5,3.69,True,False,False,False,True,True,False,False,False,False
GLUE2157,CC(NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,USFVIFYSGFIHDI-UHFFFAOYSA-N,urea,*C(C)N(O)C(N)=O,404.38,-0.31,174.2,5,6,4,1,0.353,0.199,5.0,2.5,3.68,True,False,False,False,True,True,False,False,False,False
GLUE2158,CC(OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,MSZHHYGZOLJGPX-UHFFFAOYSA-N,carbamate,*C(C)N(O)C(N)=O,405.37,0.11,171.4,4,7,4,1,0.353,0.238,5.0,2.5,3.68,True,False,False,False,True,True,False,False,False,False
GLUE2159,O=C1CCC(N2Cc3cccc(NC(=O)c4cc(Br)ccc4O)c3C2=O)C(=O)N1,ILXHEHFRMFRAHE-UHFFFAOYSA-N,amide,*c1cc(Br)ccc1O,458.27,2.17,115.8,3,5,3,2,0.2,0.61,5.0,3.5,3.6,False,True,False,False,True,True,True,True,False,False
GLUE2160,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4cc(Br)ccc4O)c3C2=O)C(=O)N1,VAZSZHXPLRRTLN-UHFFFAOYSA-N,sulfonamide,*c1cc(Br)ccc1O,494.32,1.72,132.9,3,6,4,2,0.211,0.555,5.0,3.0,3.21,False,False,False,False,True,True,False,False,False,False
GLUE2161,O=C1CCC(N2Cc3cccc(NC(=O)Cc4cc(Br)ccc4O)c3C2=O)C(=O)N1,ZUSLEVZBMCMOHU-UHFFFAOYSA-N,acetamide,*c1cc(Br)ccc1O,472.3,2.1,115.8,3,5,4,2,0.238,0.59,5.0,3.5,3.5,False,True,False,False,True,True,True,True,False,False
GLUE2162,O=C1CCC(N2Cc3cccc(NC(=O)Nc4cc(Br)ccc4O)c3C2=O)C(=O)N1,QQBBNWARLOCPDI-UHFFFAOYSA-N,urea,*c1cc(Br)ccc1O,473.28,2.56,127.8,4,5,3,2,0.2,0.403,5.0,2.5,3.16,False,True,False,False,True,True,False,False,False,False
GLUE2163,O=C1CCC(N2Cc3cccc(NC(=O)Oc4cc(Br)ccc4O)c3C2=O)C(=O)N1,CWCZYCOZUTYXIZ-UHFFFAOYSA-N,carbamate,*c1cc(Br)ccc1O,474.27,2.53,125.0,3,6,3,2,0.2,0.588,5.0,3.0,3.34,False,True,False,False,True,True,False,False,False,False
GLUE2164,O=C1CCC(N2Cc3cccc(NC(=O)c4ncncc4F)c3C2=O)C(=O)N1,WQFCFNLJPNOZIQ-UHFFFAOYSA-N,amide,*c1ncncc1F,383.34,0.63,121.4,2,6,3,2,0.222,0.75,5.0,3.0,4.33,True,False,False,False,True,True,False,False,False,False
GLUE2165,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ncncc4F)c3C2=O)C(=O)N1,DEDFOCDFIPDZLL-UHFFFAOYSA-N,sulfonamide,*c1ncncc1F,419.39,0.18,138.4,2,7,4,2,0.235,0.532,5.0,3.0,4.08,True,False,False,False,True,True,False,False,False,False
GLUE2166,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ncncc4F)c3C2=O)C(=O)N1,HWBCYVAJRUYJLX-UHFFFAOYSA-N,acetamide,*c1ncncc1F,397.37,0.56,121.4,2,6,4,2,0.263,0.727,5.0,3.0,4.23,True,False,False,False,True,True,False,False,False,False
GLUE2167,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ncncc4F)c3C2=O)C(=O)N1,JLNGHYLLOCWZML-UHFFFAOYSA-N,urea,*c1ncncc1F,398.35,1.02,133.4,3,6,3,2,0.222,0.661,5.0,3.0,3.89,True,False,False,False,True,True,False,False,False,False
GLUE2168,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ncncc4F)c3C2=O)C(=O)N1,VHRYEJMHCJMDCD-UHFFFAOYSA-N,carbamate,*c1ncncc1F,399.34,0.99,130.6,2,7,3,2,0.222,0.736,5.0,3.0,4.22,True,False,False,False,True,True,False,False,False,False
GLUE2169,O=C1CCC(N2Cc3cccc(NC(=O)C(=O)C(Cl)Cl)c3C2=O)C(=O)N1,UMXJCZVOGMMCNO-UHFFFAOYSA-N,amide,*C(=O)C(Cl)Cl,398.2,0.76,112.7,2,5,4,1,0.312,0.442,5.0,3.5,4.47,True,False,False,False,True,True,True,True,False,False
GLUE2170,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C(=O)C(Cl)Cl)c3C2=O)C(=O)N1,GYASKMVWQKARBZ-UHFFFAOYSA-N,sulfonamide,*C(=O)C(Cl)Cl,434.26,0.52,129.7,2,6,4,1,0.333,0.525,5.0,3.0,3.97,True,False,False,False,True,True,False,False,False,False
GLUE2171,O=C1CCC(N2Cc3cccc(NC(=O)CC(=O)C(Cl)Cl)c3C2=O)C(=O)N1,DGTYHBGNRREDJO-UHFFFAOYSA-N,acetamide,*C(=O)C(Cl)Cl,412.23,1.15,112.7,2,5,5,1,0.353,0.428,5.0,3.5,4.37,True,False,False,False,True,True,True,True,False,False
GLUE2172,O=C1CCC(N2Cc3cccc(NC(=O)NC(=O)C(Cl)Cl)c3C2=O)C(=O)N1,PVXRPSGXSBLYJR-UHFFFAOYSA-N,urea,*C(=O)C(Cl)Cl,413.22,0.9,124.7,3,5,3,1,0.312,0.502,5.0,3.0,3.79,True,False,False,False,True,True,False,False,False,False
GLUE2173,O=C1CCC(N2Cc3cccc(NC(=O)OC(=O)C(Cl)Cl)c3C2=O)C(=O)N1,WDPPEWXXGZISQG-UHFFFAOYSA-N,carbamate,*C(=O)C(Cl)Cl,414.2,1.33,121.9,2,6,3,1,0.312,0.333,5.0,3.0,4.11,True,False,False,False,True,True,False,False,False,False
GLUE2174,CC1(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,WAKSIKLTNFZIGC-UHFFFAOYSA-N,amide,*C1(C)CC(=O)NC1=O,398.38,-0.56,141.8,3,6,3,1,0.368,0.46,5.0,3.0,3.89,True,False,False,False,True,True,False,False,False,False
GLUE2175,CC1(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,JVSNHZRSEMKSRQ-UHFFFAOYSA-N,sulfonamide,*C1(C)CC(=O)NC1=O,434.43,-1.01,158.8,3,7,4,1,0.389,0.512,5.0,3.0,3.64,True,False,False,False,True,True,False,False,False,False
GLUE2176,CC1(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,MBYUKTIWGHBPQB-UHFFFAOYSA-N,acetamide,*C1(C)CC(=O)NC1=O,412.4,-0.17,141.8,3,6,4,1,0.4,0.586,5.0,3.0,3.79,True,False,False,False,True,True,False,False,False,False
GLUE2177,CC1(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,SSKYJWDFFMBMEM-UHFFFAOYSA-N,urea,*C1(C)CC(=O)NC1=O,413.39,-0.63,153.8,4,6,3,1,0.368,0.484,5.0,2.5,3.62,True,False,False,False,True,True,False,False,False,False
GLUE2178,CC1(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,HMZXVPASZUYDNQ-UHFFFAOYSA-N,carbamate,*C1(C)CC(=O)NC1=O,414.37,-0.2,151.0,3,7,3,1,0.368,0.58,5.0,3.0,3.78,True,False,False,False,True,True,False,False,False,False
GLUE2179,NCC(CC(=O)O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IIDJSKCMVXFTQA-UHFFFAOYSA-N,amide,*C(CN)CC(=O)O,388.38,-0.56,158.9,4,6,6,1,0.389,0.475,9.0,2.5,3.3,True,False,False,False,True,True,False,False,False,False
GLUE2180,NCC(CC(=O)O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SOJOTUBZOJWWCT-UHFFFAOYSA-N,sulfonamide,*C(CN)CC(=O)O,424.44,-1.01,176.0,4,7,7,1,0.412,0.402,9.0,2.5,3.04,True,False,False,False,True,True,False,False,False,False
GLUE2181,NCC(CC(=O)O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BGVCYOPJWQWQHJ-UHFFFAOYSA-N,acetamide,*C(CN)CC(=O)O,402.41,-0.17,158.9,4,6,7,1,0.421,0.461,9.0,2.5,3.2,True,False,False,False,True,True,False,False,False,False
GLUE2182,NCC(CC(=O)O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YGVUUZQTLUOTRF-UHFFFAOYSA-N,urea,*C(CN)CC(=O)O,403.4,-0.63,170.9,5,6,6,1,0.389,0.394,9.0,2.5,3.19,True,False,False,False,True,True,False,False,False,False
GLUE2183,NCC(CC(=O)O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,UPDLCSFAJNDFPN-UHFFFAOYSA-N,carbamate,*C(CN)CC(=O)O,404.38,-0.2,168.1,4,7,6,1,0.389,0.473,9.0,2.5,3.18,True,False,False,False,True,True,False,False,False,False
GLUE2184,Nc1ccc(O)c(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,ABKFMVKDCMUOTG-UHFFFAOYSA-N,amide,*c1cc(N)ccc1O,394.39,0.99,141.8,4,6,3,2,0.2,0.347,4.5,2.5,3.75,True,False,False,False,True,True,False,False,False,False
GLUE2185,Nc1ccc(O)c(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,ZWVKWETXUUVBRG-UHFFFAOYSA-N,sulfonamide,*c1cc(N)ccc1O,430.44,0.54,158.9,4,7,4,2,0.211,0.313,4.5,2.5,3.5,True,False,False,False,True,True,False,False,False,False
GLUE2186,Nc1ccc(O)c(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,CGNWFNKAFKKADI-UHFFFAOYSA-N,acetamide,*c1cc(N)ccc1O,408.41,0.92,141.8,4,6,4,2,0.238,0.337,4.5,2.5,3.65,True,False,False,False,True,True,False,False,False,False
GLUE2187,Nc1ccc(O)c(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,GMDLMFZPNBWSIG-UHFFFAOYSA-N,urea,*c1cc(N)ccc1O,409.4,1.38,153.9,5,6,3,2,0.2,0.223,4.5,2.5,3.65,True,False,False,False,True,True,False,False,False,False
GLUE2188,Nc1ccc(O)c(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,DDDAFDIFHLLGOS-UHFFFAOYSA-N,carbamate,*c1cc(N)ccc1O,410.39,1.35,151.1,4,7,3,2,0.2,0.339,4.5,2.5,3.64,True,False,False,False,True,True,False,False,False,False
GLUE2189,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,KSXUKUJYZJSIDP-UHFFFAOYSA-N,amide,*c1ccc2c(c1)C(C)(C)CCC2(C)C,473.57,4.05,95.6,2,4,3,2,0.429,0.658,5.0,3.0,3.2,False,False,False,False,True,True,True,False,False,False
GLUE2190,CC1(C)CCC(C)(C)c2cc(S(=O)(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,PAJLOKZKOCDJHY-UHFFFAOYSA-N,sulfonamide,*c1ccc2c(c1)C(C)(C)CCC2(C)C,509.63,3.6,112.7,2,5,4,2,0.444,0.612,5.0,2.5,2.9,False,True,False,False,True,True,True,False,False,False
GLUE2191,CC1(C)CCC(C)(C)c2cc(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,HCEVZWPRFBDLOM-UHFFFAOYSA-N,acetamide,*c1ccc2c(c1)C(C)(C)CCC2(C)C,487.6,3.98,95.6,2,4,4,2,0.448,0.638,5.0,3.0,3.17,False,True,False,False,True,True,True,False,False,False
GLUE2192,CC1(C)CCC(C)(C)c2cc(NC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,BSMTZUVJAGRZET-UHFFFAOYSA-N,urea,*c1ccc2c(c1)C(C)(C)CCC2(C)C,488.59,4.44,107.6,3,4,3,2,0.429,0.555,5.0,3.0,1.97,False,False,False,False,True,True,True,False,False,False
GLUE2193,CC1(C)CCC(C)(C)c2cc(OC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,SXKIWIDANDXDAB-UHFFFAOYSA-N,carbamate,*c1ccc2c(c1)C(C)(C)CCC2(C)C,489.57,4.41,104.8,2,5,3,2,0.429,0.622,5.0,3.0,2.42,False,False,False,False,True,True,True,False,False,False
GLUE2194,O=C1CCC(N2Cc3cccc(NC(=O)n4cc(I)c(=O)[nH]c4=O)c3C2=O)C(=O)N1,ANDPFMQWAKGOFC-UHFFFAOYSA-N,amide,*n1cc(I)c(=O)[nH]c1=O,523.24,-0.02,150.4,3,6,2,2,0.222,0.372,5.0,2.5,3.17,False,False,False,False,True,True,False,False,False,False
