glue_id,smiles,inchikey,linker,source_fragment,mw
GLUE2149,CC[C@H](C)C(=O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,MTXWZAHCVAPNED-NKUHCKNESA-N,amide,*C(=O)[C@@H](C)CC,371.39
GLUE2150,CC[C@H](C)C(=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SDGYALMOBAMPEU-NKUHCKNESA-N,sulfonamide,*C(=O)[C@@H](C)CC,407.45
GLUE2151,CC[C@H](C)C(=O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,ZXGUXLKPAKEPRH-ZSOXZCCMSA-N,acetamide,*C(=O)[C@@H](C)CC,385.42
GLUE2152,CC[C@H](C)C(=O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FESQFYVWYFXCMO-NKUHCKNESA-N,urea,*C(=O)[C@@H](C)CC,386.41
GLUE2153,CC[C@H](C)C(=O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IFZQNZBCAQZAEZ-NKUHCKNESA-N,carbamate,*C(=O)[C@@H](C)CC,387.39
GLUE2154,CC(C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,DANWDWWNMNMHLC-UHFFFAOYSA-N,amide,*C(C)N(O)C(N)=O,389.37
GLUE2155,CC(N(O)C(N)=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,XHQPGZQNZQZTOU-UHFFFAOYSA-N,sulfonamide,*C(C)N(O)C(N)=O,425.42
GLUE2156,CC(CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,KOZJTCGHYJVJNE-UHFFFAOYSA-N,acetamide,*C(C)N(O)C(N)=O,403.4
GLUE2157,CC(NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,USFVIFYSGFIHDI-UHFFFAOYSA-N,urea,*C(C)N(O)C(N)=O,404.38
GLUE2158,CC(OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)N(O)C(N)=O,MSZHHYGZOLJGPX-UHFFFAOYSA-N,carbamate,*C(C)N(O)C(N)=O,405.37
GLUE2159,O=C1CCC(N2Cc3cccc(NC(=O)c4cc(Br)ccc4O)c3C2=O)C(=O)N1,ILXHEHFRMFRAHE-UHFFFAOYSA-N,amide,*c1cc(Br)ccc1O,458.27
GLUE2160,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4cc(Br)ccc4O)c3C2=O)C(=O)N1,VAZSZHXPLRRTLN-UHFFFAOYSA-N,sulfonamide,*c1cc(Br)ccc1O,494.32
GLUE2161,O=C1CCC(N2Cc3cccc(NC(=O)Cc4cc(Br)ccc4O)c3C2=O)C(=O)N1,ZUSLEVZBMCMOHU-UHFFFAOYSA-N,acetamide,*c1cc(Br)ccc1O,472.3
GLUE2162,O=C1CCC(N2Cc3cccc(NC(=O)Nc4cc(Br)ccc4O)c3C2=O)C(=O)N1,QQBBNWARLOCPDI-UHFFFAOYSA-N,urea,*c1cc(Br)ccc1O,473.28
GLUE2163,O=C1CCC(N2Cc3cccc(NC(=O)Oc4cc(Br)ccc4O)c3C2=O)C(=O)N1,CWCZYCOZUTYXIZ-UHFFFAOYSA-N,carbamate,*c1cc(Br)ccc1O,474.27
GLUE2164,O=C1CCC(N2Cc3cccc(NC(=O)c4ncncc4F)c3C2=O)C(=O)N1,WQFCFNLJPNOZIQ-UHFFFAOYSA-N,amide,*c1ncncc1F,383.34
GLUE2165,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ncncc4F)c3C2=O)C(=O)N1,DEDFOCDFIPDZLL-UHFFFAOYSA-N,sulfonamide,*c1ncncc1F,419.39
GLUE2166,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ncncc4F)c3C2=O)C(=O)N1,HWBCYVAJRUYJLX-UHFFFAOYSA-N,acetamide,*c1ncncc1F,397.37
GLUE2167,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ncncc4F)c3C2=O)C(=O)N1,JLNGHYLLOCWZML-UHFFFAOYSA-N,urea,*c1ncncc1F,398.35
GLUE2168,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ncncc4F)c3C2=O)C(=O)N1,VHRYEJMHCJMDCD-UHFFFAOYSA-N,carbamate,*c1ncncc1F,399.34
GLUE2169,O=C1CCC(N2Cc3cccc(NC(=O)C(=O)C(Cl)Cl)c3C2=O)C(=O)N1,UMXJCZVOGMMCNO-UHFFFAOYSA-N,amide,*C(=O)C(Cl)Cl,398.2
GLUE2170,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C(=O)C(Cl)Cl)c3C2=O)C(=O)N1,GYASKMVWQKARBZ-UHFFFAOYSA-N,sulfonamide,*C(=O)C(Cl)Cl,434.26
GLUE2171,O=C1CCC(N2Cc3cccc(NC(=O)CC(=O)C(Cl)Cl)c3C2=O)C(=O)N1,DGTYHBGNRREDJO-UHFFFAOYSA-N,acetamide,*C(=O)C(Cl)Cl,412.23
GLUE2172,O=C1CCC(N2Cc3cccc(NC(=O)NC(=O)C(Cl)Cl)c3C2=O)C(=O)N1,PVXRPSGXSBLYJR-UHFFFAOYSA-N,urea,*C(=O)C(Cl)Cl,413.22
GLUE2173,O=C1CCC(N2Cc3cccc(NC(=O)OC(=O)C(Cl)Cl)c3C2=O)C(=O)N1,WDPPEWXXGZISQG-UHFFFAOYSA-N,carbamate,*C(=O)C(Cl)Cl,414.2
GLUE2174,CC1(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,WAKSIKLTNFZIGC-UHFFFAOYSA-N,amide,*C1(C)CC(=O)NC1=O,398.38
GLUE2175,CC1(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,JVSNHZRSEMKSRQ-UHFFFAOYSA-N,sulfonamide,*C1(C)CC(=O)NC1=O,434.43
GLUE2176,CC1(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,MBYUKTIWGHBPQB-UHFFFAOYSA-N,acetamide,*C1(C)CC(=O)NC1=O,412.4
GLUE2177,CC1(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,SSKYJWDFFMBMEM-UHFFFAOYSA-N,urea,*C1(C)CC(=O)NC1=O,413.39
GLUE2178,CC1(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC(=O)NC1=O,HMZXVPASZUYDNQ-UHFFFAOYSA-N,carbamate,*C1(C)CC(=O)NC1=O,414.37
GLUE2179,NCC(CC(=O)O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IIDJSKCMVXFTQA-UHFFFAOYSA-N,amide,*C(CN)CC(=O)O,388.38
GLUE2180,NCC(CC(=O)O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,SOJOTUBZOJWWCT-UHFFFAOYSA-N,sulfonamide,*C(CN)CC(=O)O,424.44
GLUE2181,NCC(CC(=O)O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BGVCYOPJWQWQHJ-UHFFFAOYSA-N,acetamide,*C(CN)CC(=O)O,402.41
GLUE2182,NCC(CC(=O)O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YGVUUZQTLUOTRF-UHFFFAOYSA-N,urea,*C(CN)CC(=O)O,403.4
GLUE2183,NCC(CC(=O)O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,UPDLCSFAJNDFPN-UHFFFAOYSA-N,carbamate,*C(CN)CC(=O)O,404.38
GLUE2184,Nc1ccc(O)c(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,ABKFMVKDCMUOTG-UHFFFAOYSA-N,amide,*c1cc(N)ccc1O,394.39
GLUE2185,Nc1ccc(O)c(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,ZWVKWETXUUVBRG-UHFFFAOYSA-N,sulfonamide,*c1cc(N)ccc1O,430.44
GLUE2186,Nc1ccc(O)c(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,CGNWFNKAFKKADI-UHFFFAOYSA-N,acetamide,*c1cc(N)ccc1O,408.41
GLUE2187,Nc1ccc(O)c(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,GMDLMFZPNBWSIG-UHFFFAOYSA-N,urea,*c1cc(N)ccc1O,409.4
GLUE2188,Nc1ccc(O)c(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1,DDDAFDIFHLLGOS-UHFFFAOYSA-N,carbamate,*c1cc(N)ccc1O,410.39
GLUE2189,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,KSXUKUJYZJSIDP-UHFFFAOYSA-N,amide,*c1ccc2c(c1)C(C)(C)CCC2(C)C,473.57
GLUE2190,CC1(C)CCC(C)(C)c2cc(S(=O)(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,PAJLOKZKOCDJHY-UHFFFAOYSA-N,sulfonamide,*c1ccc2c(c1)C(C)(C)CCC2(C)C,509.63
GLUE2191,CC1(C)CCC(C)(C)c2cc(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,HCEVZWPRFBDLOM-UHFFFAOYSA-N,acetamide,*c1ccc2c(c1)C(C)(C)CCC2(C)C,487.6
GLUE2192,CC1(C)CCC(C)(C)c2cc(NC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,BSMTZUVJAGRZET-UHFFFAOYSA-N,urea,*c1ccc2c(c1)C(C)(C)CCC2(C)C,488.59
GLUE2193,CC1(C)CCC(C)(C)c2cc(OC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccc21,SXKIWIDANDXDAB-UHFFFAOYSA-N,carbamate,*c1ccc2c(c1)C(C)(C)CCC2(C)C,489.57
GLUE2194,O=C1CCC(N2Cc3cccc(NC(=O)n4cc(I)c(=O)[nH]c4=O)c3C2=O)C(=O)N1,ANDPFMQWAKGOFC-UHFFFAOYSA-N,amide,*n1cc(I)c(=O)[nH]c1=O,523.24
GLUE2195,O=C1CCC(N2Cc3cccc(NC(=O)Cn4cc(I)c(=O)[nH]c4=O)c3C2=O)C(=O)N1,XPOFOXKGCIIJMA-UHFFFAOYSA-N,acetamide,*n1cc(I)c(=O)[nH]c1=O,537.27
GLUE2196,O=C1CCC(N2Cc3cccc(NC(=O)Nn4cc(I)c(=O)[nH]c4=O)c3C2=O)C(=O)N1,VKJKRBBNQTZUHD-UHFFFAOYSA-N,urea,*n1cc(I)c(=O)[nH]c1=O,538.26
GLUE2197,O=C1CCC(N2Cc3cccc(NC(=O)On4cc(I)c(=O)[nH]c4=O)c3C2=O)C(=O)N1,NIFHVGTUSJSALQ-UHFFFAOYSA-N,carbamate,*n1cc(I)c(=O)[nH]c1=O,539.24
GLUE2198,O=C1CCC(N2Cc3cccc(NC(=O)c4ccc5c(c4)CCC(=O)N5)c3C2=O)C(=O)N1,QHXKKJZPHKKVPK-UHFFFAOYSA-N,amide,*c1ccc2c(c1)CCC(=O)N2,432.44
GLUE2199,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ccc5c(c4)CCC(=O)N5)c3C2=O)C(=O)N1,GSUFNVUGHSJFSF-UHFFFAOYSA-N,sulfonamide,*c1ccc2c(c1)CCC(=O)N2,468.49
GLUE2200,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ccc5c(c4)CCC(=O)N5)c3C2=O)C(=O)N1,VXVRLULFGNBQFS-UHFFFAOYSA-N,acetamide,*c1ccc2c(c1)CCC(=O)N2,446.46
GLUE2201,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc5c(c4)CCC(=O)N5)c3C2=O)C(=O)N1,BPTIDHRGFXRGHI-UHFFFAOYSA-N,urea,*c1ccc2c(c1)CCC(=O)N2,447.45
GLUE2202,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc5c(c4)CCC(=O)N5)c3C2=O)C(=O)N1,AVXYSPRCKIPZNO-UHFFFAOYSA-N,carbamate,*c1ccc2c(c1)CCC(=O)N2,448.44
GLUE2203,Nc1cc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)nc(N)[n+]1[O-],BKZYJCQPQJZINM-UHFFFAOYSA-N,amide,*c1cc(N)[n+]([O-])c(N)n1,411.38
GLUE2204,Nc1cc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)nc(N)[n+]1[O-],HIGVVFHTSWPYIS-UHFFFAOYSA-N,sulfonamide,*c1cc(N)[n+]([O-])c(N)n1,447.43
GLUE2205,Nc1cc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)nc(N)[n+]1[O-],CRPQNBFNENETHK-UHFFFAOYSA-N,acetamide,*c1cc(N)[n+]([O-])c(N)n1,425.41
GLUE2206,Nc1cc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)nc(N)[n+]1[O-],KEQGYAPOGVMDPH-UHFFFAOYSA-N,urea,*c1cc(N)[n+]([O-])c(N)n1,426.39
GLUE2207,Nc1cc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)nc(N)[n+]1[O-],NIIWSNOXZKZLNV-UHFFFAOYSA-N,carbamate,*c1cc(N)[n+]([O-])c(N)n1,427.38
GLUE2208,Cn1nnc2c(C(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ncn2c1=O,HCSOIJNJRDGBLI-UHFFFAOYSA-N,amide,*c1ncn2c(=O)n(C)nnc12,436.39
GLUE2209,Cn1nnc2c(S(=O)(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ncn2c1=O,BCEYDAHJHVWCMO-UHFFFAOYSA-N,sulfonamide,*c1ncn2c(=O)n(C)nnc12,472.44
GLUE2210,Cn1nnc2c(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ncn2c1=O,NGDPQCINMDSZSO-UHFFFAOYSA-N,acetamide,*c1ncn2c(=O)n(C)nnc12,450.42
GLUE2211,Cn1nnc2c(NC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ncn2c1=O,VQXHGVHTAAXVNV-UHFFFAOYSA-N,urea,*c1ncn2c(=O)n(C)nnc12,451.4
GLUE2212,Cn1nnc2c(OC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ncn2c1=O,ZONVAABMHWBUBP-UHFFFAOYSA-N,carbamate,*c1ncn2c(=O)n(C)nnc12,452.39
GLUE2213,O=C1CCC(N2Cc3cccc(NC(=O)C(=O)NN4CCCCCC4)c3C2=O)C(=O)N1,WOXQIEAMFHEYGL-UHFFFAOYSA-N,amide,*C(=O)NN1CCCCCC1,427.46
GLUE2214,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C(=O)NN4CCCCCC4)c3C2=O)C(=O)N1,OUOKYRGXJNORJI-UHFFFAOYSA-N,sulfonamide,*C(=O)NN1CCCCCC1,463.52
GLUE2215,O=C1CCC(N2Cc3cccc(NC(=O)CC(=O)NN4CCCCCC4)c3C2=O)C(=O)N1,LTXNVOGQJOCLQX-UHFFFAOYSA-N,acetamide,*C(=O)NN1CCCCCC1,441.49
GLUE2216,O=C1CCC(N2Cc3cccc(NC(=O)NC(=O)NN4CCCCCC4)c3C2=O)C(=O)N1,CDFPAURVBURVGP-UHFFFAOYSA-N,urea,*C(=O)NN1CCCCCC1,442.48
GLUE2217,O=C1CCC(N2Cc3cccc(NC(=O)OC(=O)NN4CCCCCC4)c3C2=O)C(=O)N1,WLUGUKKNUJYDGI-UHFFFAOYSA-N,carbamate,*C(=O)NN1CCCCCC1,443.46
GLUE2218,O=C1CCC(N2Cc3cccc(NC(=O)c4cccc(I)c4)c3C2=O)C(=O)N1,YIOOWEPAUGNBBW-UHFFFAOYSA-N,amide,*c1cccc(I)c1,489.27
GLUE2219,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4cccc(I)c4)c3C2=O)C(=O)N1,RKJRLQOXACWRBT-UHFFFAOYSA-N,sulfonamide,*c1cccc(I)c1,525.32
GLUE2220,O=C1CCC(N2Cc3cccc(NC(=O)Cc4cccc(I)c4)c3C2=O)C(=O)N1,WAHOPLISRLNGMO-UHFFFAOYSA-N,acetamide,*c1cccc(I)c1,503.3
GLUE2221,O=C1CCC(N2Cc3cccc(NC(=O)Nc4cccc(I)c4)c3C2=O)C(=O)N1,BWKHNOIORZFPGH-UHFFFAOYSA-N,urea,*c1cccc(I)c1,504.28
GLUE2222,O=C1CCC(N2Cc3cccc(NC(=O)Oc4cccc(I)c4)c3C2=O)C(=O)N1,MHEHPHGXRAUSEA-UHFFFAOYSA-N,carbamate,*c1cccc(I)c1,505.27
GLUE2223,O=C1CCC(N2Cc3cccc(NC(=O)NC4=NCCO4)c3C2=O)C(=O)N1,IWMKZTCUSIKGSM-UHFFFAOYSA-N,amide,*NC1=NCCO1,371.35
GLUE2224,O=C1CCC(N2Cc3cccc(NS(=O)(=O)NC4=NCCO4)c3C2=O)C(=O)N1,OHARQRUHWHJCKF-UHFFFAOYSA-N,sulfonamide,*NC1=NCCO1,407.41
GLUE2225,O=C1CCC(N2Cc3cccc(NC(=O)CNC4=NCCO4)c3C2=O)C(=O)N1,UMTNBBAXXKSXNO-UHFFFAOYSA-N,acetamide,*NC1=NCCO1,385.38
GLUE2226,O=C1CCC(N2Cc3cccc(NC(=O)NNC4=NCCO4)c3C2=O)C(=O)N1,QEVGIAUMBQEOEK-UHFFFAOYSA-N,urea,*NC1=NCCO1,386.37
GLUE2227,O=C1CCC(N2Cc3cccc(NC(=O)ONC4=NCCO4)c3C2=O)C(=O)N1,CEFJMDWLJFQAIT-UHFFFAOYSA-N,carbamate,*NC1=NCCO1,387.35
GLUE2228,Nc1cccc2c1C(=O)N(C(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)C2=O,XKNZLLOIKOYPCD-UHFFFAOYSA-N,amide,*N1C(=O)c2cccc(N)c2C1=O,447.41
GLUE2229,Nc1cccc2c1C(=O)N(S(=O)(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)C2=O,FFZGVXXJXBQRBF-UHFFFAOYSA-N,sulfonamide,*N1C(=O)c2cccc(N)c2C1=O,483.46
GLUE2230,Nc1cccc2c1C(=O)N(CC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)C2=O,AKFUVPHAOQOQRJ-UHFFFAOYSA-N,acetamide,*N1C(=O)c2cccc(N)c2C1=O,461.43
GLUE2231,Nc1cccc2c1C(=O)N(NC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)C2=O,OHORSSSGGSVTOZ-UHFFFAOYSA-N,urea,*N1C(=O)c2cccc(N)c2C1=O,462.42
GLUE2232,Nc1cccc2c1C(=O)N(OC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)C2=O,LLZHQEQMVTZFTJ-UHFFFAOYSA-N,carbamate,*N1C(=O)c2cccc(N)c2C1=O,463.41
GLUE2233,C[C@@H]1CN(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C[C@H](C)N1,YHNMEVHLMGEZFZ-ODOQXGPZSA-N,amide,*N1C[C@@H](C)N[C@@H](C)C1,399.45
GLUE2234,C[C@@H]1CN(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C[C@H](C)N1,BMRMZKVSSXMLCP-ODOQXGPZSA-N,sulfonamide,*N1C[C@@H](C)N[C@@H](C)C1,435.51
GLUE2235,C[C@@H]1CN(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C[C@H](C)N1,YHWLVRMBKSPOJR-OCZCAGDBSA-N,acetamide,*N1C[C@@H](C)N[C@@H](C)C1,413.48
GLUE2236,C[C@@H]1CN(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C[C@H](C)N1,IGAQOUITEDZROH-ODOQXGPZSA-N,urea,*N1C[C@@H](C)N[C@@H](C)C1,414.47
GLUE2237,C[C@@H]1CN(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C[C@H](C)N1,ZHNGUFOQXXTWRI-ODOQXGPZSA-N,carbamate,*N1C[C@@H](C)N[C@@H](C)C1,415.45
GLUE2238,O=C1CCC(N2Cc3cccc(NC(=O)[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c3C2=O)C(=O)N1,XQXPZYZODDCIOB-JRWCODRMSA-N,amide,*[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,429.46
GLUE2239,O=C1CCC(N2Cc3cccc(NS(=O)(=O)[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c3C2=O)C(=O)N1,MMXDSKZWVODIBF-KXOIQSFWSA-N,sulfonamide,*[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,465.51
GLUE2240,O=C1CCC(N2Cc3cccc(NC(=O)C[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c3C2=O)C(=O)N1,POXAAGCLZVMUCH-NBZQMUKKSA-N,acetamide,*[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,443.49
GLUE2241,O=C1CCC(N2Cc3cccc(NC(=O)N[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c3C2=O)C(=O)N1,OSUQMHUVIOAHDV-FOLANACDSA-N,urea,*[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,444.47
GLUE2242,O=C1CCC(N2Cc3cccc(NC(=O)O[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c3C2=O)C(=O)N1,PAXOSCJQJZTYPS-YHSYKIEQSA-N,carbamate,*[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,445.46
GLUE2243,O=C1CCC(N2Cc3cccc(NC(=O)c4cccc5[nH]ccc45)c3C2=O)C(=O)N1,JXXGIUMOUNGCRR-UHFFFAOYSA-N,amide,*c1cccc2[nH]ccc12,402.41
GLUE2244,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4cccc5[nH]ccc45)c3C2=O)C(=O)N1,YJQFHJJNUQXIMA-UHFFFAOYSA-N,sulfonamide,*c1cccc2[nH]ccc12,438.47
GLUE2245,O=C1CCC(N2Cc3cccc(NC(=O)Cc4cccc5[nH]ccc45)c3C2=O)C(=O)N1,HIZQYUOPDLJCAC-UHFFFAOYSA-N,acetamide,*c1cccc2[nH]ccc12,416.44
GLUE2246,O=C1CCC(N2Cc3cccc(NC(=O)Nc4cccc5[nH]ccc45)c3C2=O)C(=O)N1,NHRZHPUZNHODAQ-UHFFFAOYSA-N,urea,*c1cccc2[nH]ccc12,417.43
GLUE2247,O=C1CCC(N2Cc3cccc(NC(=O)Oc4cccc5[nH]ccc45)c3C2=O)C(=O)N1,PJLUFPDLXODCTA-UHFFFAOYSA-N,carbamate,*c1cccc2[nH]ccc12,418.41
GLUE2248,O=C1CCC(N2Cc3cccc(NC(=O)S(=O)(=O)c4ccc(Cl)cc4)c3C2=O)C(=O)N1,WJAWNZQYWBLEDI-UHFFFAOYSA-N,amide,*S(=O)(=O)c1ccc(Cl)cc1,461.88
GLUE2249,O=C1CCC(N2Cc3cccc(NS(=O)(=O)S(=O)(=O)c4ccc(Cl)cc4)c3C2=O)C(=O)N1,MZICVBDJEFZIEG-UHFFFAOYSA-N,sulfonamide,*S(=O)(=O)c1ccc(Cl)cc1,497.94
GLUE2250,O=C1CCC(N2Cc3cccc(NC(=O)CS(=O)(=O)c4ccc(Cl)cc4)c3C2=O)C(=O)N1,FVOUWZIWJVGOQR-UHFFFAOYSA-N,acetamide,*S(=O)(=O)c1ccc(Cl)cc1,475.91
GLUE2251,O=C1CCC(N2Cc3cccc(NC(=O)NS(=O)(=O)c4ccc(Cl)cc4)c3C2=O)C(=O)N1,DDDHAHMQYGOSRX-UHFFFAOYSA-N,urea,*S(=O)(=O)c1ccc(Cl)cc1,476.9
GLUE2252,O=C1CCC(N2Cc3cccc(NC(=O)OS(=O)(=O)c4ccc(Cl)cc4)c3C2=O)C(=O)N1,PLVHOJDHASWZRY-UHFFFAOYSA-N,carbamate,*S(=O)(=O)c1ccc(Cl)cc1,477.88
GLUE2253,O=C1CCC(N2Cc3cccc(NC(=O)N4C(=O)c5ccccc5C4=O)c3C2=O)C(=O)N1,LTKVSEKTDHNWTL-UHFFFAOYSA-N,amide,*N1C(=O)c2ccccc2C1=O,432.39
GLUE2254,O=C1CCC(N2Cc3cccc(NS(=O)(=O)N4C(=O)c5ccccc5C4=O)c3C2=O)C(=O)N1,LIISRLGZKBUVJU-UHFFFAOYSA-N,sulfonamide,*N1C(=O)c2ccccc2C1=O,468.45
GLUE2255,O=C1CCC(N2Cc3cccc(NC(=O)CN4C(=O)c5ccccc5C4=O)c3C2=O)C(=O)N1,SMZMCTYOVGCYCP-UHFFFAOYSA-N,acetamide,*N1C(=O)c2ccccc2C1=O,446.42
GLUE2256,O=C1CCC(N2Cc3cccc(NC(=O)NN4C(=O)c5ccccc5C4=O)c3C2=O)C(=O)N1,KTKBXXRDMUZULC-UHFFFAOYSA-N,urea,*N1C(=O)c2ccccc2C1=O,447.41
GLUE2257,O=C1CCC(N2Cc3cccc(NC(=O)ON4C(=O)c5ccccc5C4=O)c3C2=O)C(=O)N1,JIYHMBRMMZYYRB-UHFFFAOYSA-N,carbamate,*N1C(=O)c2ccccc2C1=O,448.39
GLUE2258,N#Cc1cnn2c(C(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccnc12,UACUGRSTHIAAEU-UHFFFAOYSA-N,amide,*c1ccnc2c(C#N)cnn12,429.4
GLUE2259,N#Cc1cnn2c(S(=O)(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccnc12,SNRLNAOMFBHGQB-UHFFFAOYSA-N,sulfonamide,*c1ccnc2c(C#N)cnn12,465.45
GLUE2260,N#Cc1cnn2c(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccnc12,PEOGWGKVLOSJAP-UHFFFAOYSA-N,acetamide,*c1ccnc2c(C#N)cnn12,443.42
GLUE2261,N#Cc1cnn2c(NC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccnc12,PPAQAJFMSAFYHZ-UHFFFAOYSA-N,urea,*c1ccnc2c(C#N)cnn12,444.41
GLUE2262,N#Cc1cnn2c(OC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4)ccnc12,RZMKBAYPVIJNBC-UHFFFAOYSA-N,carbamate,*c1ccnc2c(C#N)cnn12,445.4
GLUE2263,O=C1CCC(N2Cc3cccc(NC(=O)N4C(=O)CC5(CCCC5)CC4=O)c3C2=O)C(=O)N1,SXXFXHNTFUYNJO-UHFFFAOYSA-N,amide,*N1C(=O)CC2(CCCC2)CC1=O,452.47
